title,link,thumnbail,sizeheight,sizewidth
Calvin Klein Jeans 스트레이트 청바지 111100018,http://shopping.phinf.naver.net/main_6623360/6623360662.20121011104602.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6623360%2F6623360662.20121011104602.jpg,500,500
