지역명,평당분양가격,월,연도
부산,20621.7,6,2023.0
대구,16968.6,6,2023.0
광주,18176.4,6,2023.0
대전,16278.9,6,2023.0
울산,17991.6,6,2023.0
세종,12279.3,6,2023.0
강원,12401.4,6,2023.0
충북,10609.5,6,2023.0
충남,11771.1,6,2023.0
전북,11124.3,6,2023.0
전남,11226.6,6,2023.0
경북,12639.0,6,2023.0
경남,11655.6,6,2023.0
제주,24175.8,6,2023.0
서울,31927.5,7,2023.0
인천,16064.4,7,2023.0
경기,19542.6,7,2023.0
부산,20687.7,7,2023.0
대구,16358.1,7,2023.0
광주,18146.7,7,2023.0
대전,16731.0,7,2023.0
울산,17991.6,7,2023.0
세종,12279.3,7,2023.0
강원,13365.0,7,2023.0
충북,10612.8,7,2023.0
충남,11784.3,7,2023.0
전북,11196.9,7,2023.0
전남,11394.9,7,2023.0
경북,12843.6,7,2023.0
경남,11279.4,7,2023.0
제주,24175.8,7,2023.0
서울,31795.5,8,2023.0
인천,16097.4,8,2023.0
경기,19572.3,8,2023.0
부산,21921.9,8,2023.0
대구,16688.1,8,2023.0
광주,18252.3,8,2023.0
대전,16731.0,8,2023.0
울산,18067.5,8,2023.0
세종,12279.3,8,2023.0
강원,13374.9,8,2023.0
충북,10725.0,8,2023.0
충남,11843.7,8,2023.0
전북,11596.2,8,2023.0
전남,12074.7,8,2023.0
경북,13318.8,8,2023.0
경남,11163.9,8,2023.0
제주,25551.9,8,2023.0
서울,32000.1,9,2023.0
인천,16100.7,9,2023.0
경기,19509.6,9,2023.0
부산,21921.9,9,2023.0
대구,16688.1,9,2023.0
광주,18011.399999999998,9,2023.0
대전,16731.0,9,2023.0
울산,17928.899999999998,9,2023.0
세종,12279.3,9,2023.0
강원,13724.7,9,2023.0
충북,10926.3,9,2023.0
충남,11853.6,9,2023.0
전북,11583.0,9,2023.0
전남,12031.8,9,2023.0
경북,13335.3,9,2023.0
경남,11622.6,9,2023.0
제주,25551.9,9,2023.0
서울,32155.2,10,2023.0
인천,16872.899999999998,10,2023.0
경기,19532.7,10,2023.0
부산,22182.6,10,2023.0
대구,17575.8,10,2023.0
광주,18011.399999999998,10,2023.0
대전,16361.4,10,2023.0
울산,17777.1,10,2023.0
세종,12279.3,10,2023.0
강원,14298.9,10,2023.0
충북,11203.5,10,2023.0
충남,11922.9,10,2023.0
전북,11559.9,10,2023.0
전남,12031.8,10,2023.0
경북,13335.3,10,2023.0
경남,12929.4,10,2023.0
제주,25743.3,10,2023.0
서울,34145.1,11,2023.0
인천,16816.8,11,2023.0
경기,21304.8,11,2023.0
부산,20691.0,11,2023.0
대구,17575.8,11,2023.0
광주,17998.2,11,2023.0
대전,16335.0,11,2023.0
울산,16698.0,11,2023.0
세종,12279.3,11,2023.0
강원,14487.0,11,2023.0
충북,11299.2,11,2023.0
충남,12767.7,11,2023.0
전북,11612.7,11,2023.0
전남,13401.3,11,2023.0
경북,13668.6,11,2023.0
경남,13919.4,11,2023.0
제주,25743.3,11,2023.0
서울,34947.0,12,2023.0
인천,16493.399999999998,12,2023.0
경기,21591.9,12,2023.0
부산,20691.0,12,2023.0
대구,17087.399999999998,12,2023.0
광주,18107.1,12,2023.0
대전,16160.1,12,2023.0
울산,16024.8,12,2023.0
세종,12279.3,12,2023.0
강원,14642.1,12,2023.0
충북,11540.1,12,2023.0
충남,12823.8,12,2023.0
전북,11612.7,12,2023.0
전남,13401.3,12,2023.0
경북,13190.1,12,2023.0
경남,13431.0,12,2023.0
제주,25743.3,12,2023.0
서울,37072.2,1,2024.0
인천,16453.8,1,2024.0
경기,21519.3,1,2024.0
부산,20691.0,1,2024.0
대구,23964.6,1,2024.0
광주,18532.8,1,2024.0
대전,16160.1,1,2024.0
울산,16024.8,1,2024.0
세종,17902.5,1,2024.0
강원,14642.1,1,2024.0
충북,11540.1,1,2024.0
충남,11932.8,1,2024.0
전북,11612.7,1,2024.0
전남,12417.9,1,2024.0
경북,13770.9,1,2024.0
경남,13431.0,1,2024.0
제주,25743.3,1,2024.0
서울,37808.1,2,2024.0
인천,18090.6,2,2024.0
경기,20892.3,2,2024.0
부산,20575.5,2,2024.0
대구,23964.6,2,2024.0
광주,19054.2,2,2024.0
대전,17216.1,2,2024.0
울산,16724.399999999998,2,2024.0
세종,17902.5,2,2024.0
강원,14642.1,2,2024.0
충북,11711.7,2,2024.0
충남,12064.8,2,2024.0
전북,12318.9,2,2024.0
전남,12147.3,2,2024.0
경북,13784.1,2,2024.0
경남,13840.2,2,2024.0
제주,24773.1,2,2024.0
서울,37943.4,3,2024.0
인천,18117.0,3,2024.0
경기,20895.6,3,2024.0
부산,20575.5,3,2024.0
대구,30600.9,3,2024.0
광주,18885.9,3,2024.0
대전,17351.399999999998,3,2024.0
울산,16711.2,3,2024.0
세종,17902.5,3,2024.0
강원,14642.1,3,2024.0
충북,12592.8,3,2024.0
충남,12064.8,3,2024.0
전북,12487.2,3,2024.0
전남,12147.3,3,2024.0
경북,13784.1,3,2024.0
경남,13840.2,3,2024.0
제주,24773.1,3,2024.0
서울,38841.0,4,2024.0
인천,18189.6,4,2024.0
경기,21083.7,4,2024.0
부산,20116.8,4,2024.0
대구,30600.9,4,2024.0
광주,18885.9,4,2024.0
대전,18767.1,4,2024.0
울산,16942.2,4,2024.0
세종,17902.5,4,2024.0
강원,14777.4,4,2024.0
충북,12962.4,4,2024.0
충남,12117.6,4,2024.0
전북,12226.5,4,2024.0
전남,12147.3,4,2024.0
경북,13784.1,4,2024.0
경남,13840.2,4,2024.0
제주,24773.1,4,2024.0
서울,38629.8,5,2024.0
인천,18239.1,5,2024.0
경기,20908.8,5,2024.0
부산,20859.3,5,2024.0
대구,23964.6,5,2024.0
광주,18054.3,5,2024.0
대전,18767.1,5,2024.0
울산,18222.6,5,2024.0
세종,17902.5,5,2024.0
강원,14774.1,5,2024.0
충북,12962.4,5,2024.0
충남,11893.2,5,2024.0
전북,12134.1,5,2024.0
전남,12147.3,5,2024.0
경북,13784.1,5,2024.0
경남,14176.8,5,2024.0
제주,24773.1,5,2024.0
서울,41830.8,6,2024.0
인천,17744.1,6,2024.0
경기,21473.1,6,2024.0
부산,21331.2,6,2024.0
대구,23964.6,6,2024.0
광주,18054.3,6,2024.0
대전,17899.2,6,2024.0
울산,18126.9,6,2024.0
세종,17902.5,6,2024.0
강원,15077.7,6,2024.0
충북,13011.9,6,2024.0
충남,11893.2,6,2024.0
전북,12028.5,6,2024.0
전남,13101.0,6,2024.0
경북,13784.1,6,2024.0
경남,14543.1,6,2024.0
제주,24142.8,6,2024.0
서울,43939.5,7,2024.0
인천,17754.0,7,2024.0
경기,21377.4,7,2024.0
부산,22555.5,7,2024.0
대구,23964.6,7,2024.0
광주,18222.6,7,2024.0
대전,17592.3,7,2024.0
울산,18136.8,7,2024.0
세종,17902.5,7,2024.0
강원,15120.6,7,2024.0
충북,13011.9,7,2024.0
충남,11893.2,7,2024.0
전북,12028.5,7,2024.0
전남,13101.0,7,2024.0
경북,13827.0,7,2024.0
경남,13308.9,7,2024.0
제주,24142.8,7,2024.0
서울,43041.9,8,2024.0
인천,17948.7,8,2024.0
경기,21248.7,8,2024.0
부산,22304.7,8,2024.0
대구,23964.6,8,2024.0
광주,18328.2,8,2024.0
대전,17592.3,8,2024.0
울산,17889.3,8,2024.0
세종,17902.5,8,2024.0
강원,15120.6,8,2024.0
충북,13011.9,8,2024.0
충남,11899.8,8,2024.0
전북,12058.2,8,2024.0
전남,13120.8,8,2024.0
경북,13827.0,8,2024.0
경남,13252.8,8,2024.0
제주,25419.9,8,2024.0
서울,44163.9,9,2024.0
인천,17862.899999999998,9,2024.0
경기,21615.0,9,2024.0
부산,21450.0,9,2024.0
대구,22106.7,9,2024.0
광주,18635.1,9,2024.0
대전,17592.3,9,2024.0
울산,17991.6,9,2024.0
세종,17902.5,9,2024.0
강원,14968.8,9,2024.0
충북,14813.7,9,2024.0
충남,11899.8,9,2024.0
전북,12058.2,9,2024.0
전남,12500.4,9,2024.0
경북,14183.4,9,2024.0
경남,13252.8,9,2024.0
제주,25419.9,9,2024.0
서울,46869.9,10,2024.0
인천,18598.8,10,2024.0
경기,21733.8,10,2024.0
부산,21865.8,10,2024.0
대구,22106.7,10,2024.0
광주,18635.1,10,2024.0
대전,17608.8,10,2024.0
울산,17470.2,10,2024.0
세종,17902.5,10,2024.0
강원,14701.5,10,2024.0
충북,14813.7,10,2024.0
충남,12150.6,10,2024.0
전북,12012.0,10,2024.0
전남,12500.4,10,2024.0
경북,14183.4,10,2024.0
경남,13374.9,10,2024.0
제주,25419.9,10,2024.0
서울,47124.0,11,2024.0
인천,18608.7,11,2024.0
경기,21298.2,11,2024.0
부산,22595.1,11,2024.0
대구,22106.7,11,2024.0
광주,18635.1,11,2024.0
대전,17645.1,11,2024.0
울산,17470.2,11,2024.0
세종,17902.5,11,2024.0
강원,14628.9,11,2024.0
충북,14836.8,11,2024.0
충남,11754.6,11,2024.0
전북,12160.5,11,2024.0
전남,12500.4,11,2024.0
경북,14556.3,11,2024.0
경남,13374.9,11,2024.0
제주,25419.9,11,2024.0
서울,44012.1,12,2024.0
인천,18668.1,12,2024.0
경기,21575.4,12,2024.0
부산,22113.3,12,2024.0
대구,22126.5,12,2024.0
광주,18697.8,12,2024.0
대전,17664.899999999998,12,2024.0
울산,17539.5,12,2024.0
세종,17902.5,12,2024.0
강원,14533.2,12,2024.0
충북,14873.1,12,2024.0
충남,12180.3,12,2024.0
전북,12160.5,12,2024.0
전남,12361.8,12,2024.0
경북,15133.8,12,2024.0
경남,13724.7,12,2024.0
제주,25419.9,12,2024.0
서울,44055.0,1,2025.0
인천,18668.1,1,2025.0
경기,21572.1,1,2025.0
부산,22113.3,1,2025.0
대구,22126.5,1,2025.0
광주,18697.8,1,2025.0
대전,17664.899999999998,1,2025.0
울산,17740.8,1,2025.0
세종,17902.5,1,2025.0
강원,14533.2,1,2025.0
충북,14873.1,1,2025.0
충남,13170.3,1,2025.0
전북,12173.7,1,2025.0
전남,13506.9,1,2025.0
경북,14648.7,1,2025.0
경남,13724.7,1,2025.0
제주,25419.9,1,2025.0
서울,44206.8,2,2025.0
인천,18625.2,2,2025.0
경기,21628.2,2,2025.0
부산,22077.0,2,2025.0
대구,22152.9,2,2025.0
광주,19809.9,2,2025.0
대전,17707.8,2,2025.0
울산,17602.2,2,2025.0
세종,17902.5,2,2025.0
강원,14533.2,2,2025.0
충북,14569.5,2,2025.0
충남,13338.6,2,2025.0
전북,12101.1,2,2025.0
전남,13506.9,2,2025.0
경북,13998.6,2,2025.0
경남,13434.3,2,2025.0
제주,26083.2,2,2025.0
서울,44206.8,3,2025.0
인천,18621.9,3,2025.0
경기,22143.0,3,2025.0
부산,22093.5,3,2025.0
대구,19338.0,3,2025.0
광주,17133.6,3,2025.0
대전,17701.2,3,2025.0
울산,17602.2,3,2025.0
세종,17902.5,3,2025.0
강원,14698.2,3,2025.0
충북,14572.8,3,2025.0
충남,13338.6,3,2025.0
전북,12101.1,3,2025.0
전남,13506.9,3,2025.0
경북,14889.6,3,2025.0
경남,14962.2,3,2025.0
제주,26083.2,3,2025.0
서울,45417.9,4,2025.0
인천,18819.9,4,2025.0
경기,22407.0,4,2025.0
부산,21908.7,4,2025.0
대구,19338.0,4,2025.0
광주,17133.6,4,2025.0
대전,17582.399999999998,4,2025.0
울산,17582.399999999998,4,2025.0
세종,17902.5,4,2025.0
강원,14569.5,4,2025.0
충북,14628.9,4,2025.0
충남,13437.6,4,2025.0
전북,12556.5,4,2025.0
전남,13506.9,4,2025.0
경북,15034.8,4,2025.0
경남,14962.2,4,2025.0
제주,26083.2,4,2025.0
서울,45602.7,5,2025.0
인천,18819.9,5,2025.0
경기,21796.5,5,2025.0
부산,21888.9,5,2025.0
대구,20275.2,5,2025.0
광주,17935.5,5,2025.0
대전,17582.399999999998,5,2025.0
울산,17226.0,5,2025.0
세종,17902.5,5,2025.0
강원,14153.7,5,2025.0
충북,14628.9,5,2025.0
충남,14308.8,5,2025.0
전북,12738.0,5,2025.0
전남,13312.2,5,2025.0
경북,15034.8,5,2025.0
경남,13332.0,5,2025.0
제주,26083.2,5,2025.0
서울,45998.7,6,2025.0
인천,19387.5,6,2025.0
경기,21918.6,6,2025.0
부산,21182.7,6,2025.0
대구,26297.7,6,2025.0
광주,17417.399999999998,6,2025.0
대전,19192.8,6,2025.0
울산,17315.1,6,2025.0
세종,17902.5,6,2025.0
강원,14480.4,6,2025.0
충북,14955.6,6,2025.0
충남,14107.5,6,2025.0
전북,12738.0,6,2025.0
전남,12629.1,6,2025.0
경북,15034.8,6,2025.0
경남,14048.1,6,2025.0
제주,26083.2,6,2025.0
서울,45358.5,7,2025.0
인천,19476.6,7,2025.0
경기,22228.8,7,2025.0
부산,25089.9,7,2025.0
대구,26297.7,7,2025.0
광주,17717.7,7,2025.0
대전,19258.8,7,2025.0
울산,17470.2,7,2025.0
세종,17902.5,7,2025.0
강원,14378.1,7,2025.0
충북,15180.0,7,2025.0
충남,14001.9,7,2025.0
전북,12648.9,7,2025.0
전남,12629.1,7,2025.0
경북,14850.0,7,2025.0
경남,14440.8,7,2025.0
제주,26083.2,7,2025.0
서울,46761.0,8,2025.0
인천,18159.9,8,2025.0
경기,22377.3,8,2025.0
부산,25089.9,8,2025.0
대구,26297.7,8,2025.0
광주,17968.5,8,2025.0
대전,19258.8,8,2025.0
울산,17866.2,8,2025.0
세종,17902.5,8,2025.0
강원,14589.3,8,2025.0
충북,14919.3,8,2025.0
충남,14018.4,8,2025.0
전북,12648.9,8,2025.0
전남,12629.1,8,2025.0
경북,14850.0,8,2025.0
경남,14708.1,8,2025.0
제주,26083.2,8,2025.0
서울,45470.7,9,2025.0
인천,18301.8,9,2025.0
경기,22522.5,9,2025.0
부산,25103.1,9,2025.0
대구,30251.1,9,2025.0
광주,17968.5,9,2025.0
대전,19258.8,9,2025.0
울산,17760.6,9,2025.0
세종,17902.5,9,2025.0
강원,14668.5,9,2025.0
충북,14856.6,9,2025.0
충남,13995.3,9,2025.0
전북,12648.9,9,2025.0
전남,12648.9,9,2025.0
경북,13774.2,9,2025.0
경남,14708.1,9,2025.0
제주,26083.2,9,2025.0
서울,46945.8,10,2025.0
인천,18348.0,10,2025.0
경기,25218.6,10,2025.0
부산,25271.4,10,2025.0
대구,30251.1,10,2025.0
광주,17968.5,10,2025.0
대전,20077.2,10,2025.0
울산,18833.1,10,2025.0
세종,17902.5,10,2025.0
강원,15189.9,10,2025.0
충북,14899.5,10,2025.0
충남,14107.5,10,2025.0
전북,13490.4,10,2025.0
전남,12540.0,10,2025.0
경북,13675.2,10,2025.0
경남,14813.7,10,2025.0
제주,26083.2,10,2025.0
서울,50348.1,11,2025.0
인천,18562.5,11,2025.0
경기,23779.8,11,2025.0
부산,25271.4,11,2025.0
대구,30251.1,11,2025.0
광주,17968.5,11,2025.0
대전,19136.7,11,2025.0
울산,18664.8,11,2025.0
세종,17928.899999999998,11,2025.0
강원,15189.9,11,2025.0
충북,14958.9,11,2025.0
충남,14031.6,11,2025.0
전북,12945.9,11,2025.0
전남,12540.0,11,2025.0
경북,13675.2,11,2025.0
경남,14889.6,11,2025.0
제주,26083.2,11,2025.0
서울,52602.0,12,2025.0
인천,19839.6,12,2025.0
경기,24004.2,12,2025.0
부산,26159.1,12,2025.0
대구,30244.5,12,2025.0
광주,17968.5,12,2025.0
대전,16800.3,12,2025.0
울산,19512.9,12,2025.0
세종,17968.5,12,2025.0
강원,15189.9,12,2025.0
충북,14958.9,12,2025.0
충남,14424.3,12,2025.0
전북,12731.4,12,2025.0
전남,12091.2,12,2025.0
경북,13681.8,12,2025.0
경남,14883.0,12,2025.0
제주,26083.2,12,2025.0
서울,52644.9,1,2026.0
인천,19836.3,1,2026.0
경기,24106.5,1,2026.0
부산,26050.2,1,2026.0
대구,30244.5,1,2026.0
광주,18971.7,1,2026.0
대전,17292.0,1,2026.0
울산,19575.6,1,2026.0
세종,17968.5,1,2026.0
강원,15189.9,1,2026.0
충북,14958.9,1,2026.0
충남,14424.3,1,2026.0
전북,12744.6,1,2026.0
전남,12210.0,1,2026.0
경북,13952.4,1,2026.0
경남,14883.0,1,2026.0
제주,14760.9,1,2026.0
서울,20034.3,2,2026.0
인천,52545.9,2,2026.0
경기,19836.3,2,2026.0
부산,32171.7,2,2026.0
대구,26555.1,2,2026.0
광주,30158.7,2,2026.0
대전,19311.6,2,2026.0
울산,17292.0,2,2026.0
세종,19625.1,2,2026.0
강원,21819.6,2,2026.0
충북,15189.9,2,2026.0
충남,14958.9,2,2026.0
전북,14424.3,2,2026.0
전남,12744.6,2,2026.0
경북,12210.0,2,2026.0
경남,14005.2,2,2026.0
제주,14883.0,2,2026.0
서울,54799.8,3,2026.0
인천,19866.0,3,2026.0
경기,24390.3,3,2026.0
부산,26584.8,3,2026.0
대구,29861.7,3,2026.0
광주,19311.6,3,2026.0
대전,17206.2,3,2026.0
울산,19625.1,3,2026.0
세종,17968.5,3,2026.0
강원,14648.7,3,2026.0
충북,14727.9,3,2026.0
충남,14470.5,3,2026.0
전북,12744.6,3,2026.0
전남,13071.3,3,2026.0
경북,13536.6,3,2026.0
경남,15411.0,3,2026.0
제주,14760.9,3,2026.0
서울,58281.3,4,2026.0
인천,21090.3,4,2026.0
경기,24753.3,4,2026.0
부산,26822.4,4,2026.0
대구,29861.7,4,2026.0
광주,19311.6,4,2026.0
대전,18734.1,4,2026.0
울산,19390.8,4,2026.0
세종,17968.5,4,2026.0
강원,14836.8,4,2026.0
충북,14972.1,4,2026.0
충남,14176.8,4,2026.0
전북,12714.9,4,2026.0
전남,12576.3,4,2026.0
경북,13549.8,4,2026.0
경남,15450.6,4,2026.0
제주,14760.9,4,2026.0
서울,63439.2,5,2026.0
인천,21090.3,5,2026.0
경기,25172.4,5,2026.0
부산,26248.2,5,2026.0
대구,37745.4,5,2026.0
광주,20456.7,5,2026.0
대전,18734.1,5,2026.0
울산,19390.8,5,2026.0
세종,17968.5,5,2026.0
강원,14883.0,5,2026.0
충북,14978.7,5,2026.0
충남,14176.8,5,2026.0
전북,12714.9,5,2026.0
전남,12490.5,5,2026.0
경북,13549.8,5,2026.0
경남,15450.6,5,2026.0
제주,14760.9,5,2026.0
